,LEGAL_BUSINESS_NAME,DBA_NAME,PHYSICAL_ADDRESS_LINE_1,PHYSICAL_ADDRESS_LINE_2,PHYSICAL_ADDRESS_CITY,PHYSICAL_ADDRESS_PROVINCE_OR_STATE,PHYSICAL_ADDRESS_ZIP,PHYSICAL_ADDRESS_ZIP4,PHYSICAL_ADDRESS_COUNTRY_CODE,ENTITY_CONGRESSIONAL_DISTRICT,CORPORATE_URL,ENTITY_STRUCTURE,STATE_OF INC,COUNTRY_OF_INC,0
152453,"VENTANA MEDICAL SYSTEMS, INC.",,1910 E INNOVATION PARK DR,,TUCSON,AZ,85737,1962.0,USA,1.0,,2L,DE,USA,"['http://www.ventana.com/', 'https://www.ventana.com/careers', 'http://www.ventana.com/product', 'https://en.wikipedia.org/wiki/Ventana_Medical_Systems', 'http://www.ventana.com/about-us/', 'http://www.roche.com/careers/country/usa/service/us_locations/roche-ventana.htm', 'https://www.glassdoor.com/Overview/Working-at-Ventana-Medical-EI_IE5971.11,26.htm', 'https://www.linkedin.com/company/ventana-medical-systems', 'http://tucson.com/business/tucson/ventana-medical-lays-off-workers-in-oro-valley/article_5723b896-bbe7-11e6-84be-3b68193c4d42.html', 'https://www.crunchbase.com/organization/ventana-medical-systems']"
152463,MAGNETIC METALS CORPORATION,,1900 HAYES AVE,,CAMDEN,NJ,8105,3656.0,USA,1.0,,2L,NJ,USA,"['http://www.magneticmetals.com/', 'http://www.thomasnet.com/profile/00137493/magnetic-metals-corp.html', 'http://www.magneticmetals.com/contact', 'https://www.linkedin.com/company/magnetic-metals', 'http://www.magneticmetals.com/products', 'https://www.youtube.com/watch?v=VkS3EiYRo4E', 'https://www.linkedin.com/in/tom-rooney-24065555', 'http://us.kompass.com/c/magnetic-metals-corp/us237391/', 'http://www.thefreedictionary.com/Magnetic+Metals', 'http://www.keyence.com/products/sensor/proximity/et/index.jsp']"
152581,"TEKSCAN, INC.",,307 W 1ST ST,,BOSTON,MA,2127,1309.0,USA,8.0,,ZZ,MA,USA,"['https://www.tekscan.com/', 'https://www.linkedin.com/company/tekscan', 'https://www.tekscan.com/dental', 'https://www.facebook.com/Tekscan/', 'https://www.tekscan.com/contact-us', 'https://twitter.com/tekscan?lang=en', 'https://www.tekscan.com/careers', 'https://www.youtube.com/user/tekscaninc', 'http://www.thomasnet.com/profile/00980062/tekscan.html', 'http://directory.designnews.com/tekscan-inc-comp226635.html']"
152582,"ILLUMITEX, INC.",,6301 E STASSNEY LN BLDG 6-400,,AUSTIN,TX,78744,3091.0,USA,35.0,,2L,DE,USA,"['http://illumitex.com/', 'https://www.linkedin.com/company/illumitex', 'http://illumitex.com/careers', 'https://en.wikipedia.org/wiki/Illumitex', 'http://illumitex.com/about', 'https://www.crunchbase.com/organization/illumitex', 'http://illumitex.com/contact', 'https://www.facebook.com/Illumitex/', 'https://illumitex.com/wp-content/uploads/2016/07/Illumitex-Distance-to-Canopy-Recommendations.pdf', 'https://twitter.com/illumitex?lang=en']"
152646,"NCC NANO, LLC",NOVACENTRIX,400 PARKER DR STE 1110,,AUSTIN,TX,78728,1252.0,USA,17.0,,2L,TX,USA,"['https://www.novacentrix.com/', 'http://www.merconics.com/products/novacentrix', 'https://www.novacentrix.com/about_us', 'http://web.aimcal.org/CONSULTANTS/NovaCentrix-3366', 'https://www.novacentrix.com/Terms_of_Use', 'http://store.novacentrix.com/v/vspfiles/assets/images/HPS-108AE1%20High%20Performance%20Silver%20Ink.pdf', 'http://pubs.rsc.org/en/Content/ArticleHtml/2014/RA/c4ra00292j', 'http://www.google.com/patents/US9643208', 'http://www.nccrussia.com/en/', 'https://store.novacentrix.com/v/vspfiles/assets/images/pro-001%20solvent.pdf']"
152677,CADILLAC PRODUCTS PACKAGING COMPANY,DALLAS PLANT,271 CADILLAC PKWY,,DALLAS,GA,30157,8278.0,USA,14.0,,2L,DE,USA,"['http://www.cadprod.com/', 'https://www.linkedin.com/company/cadillac-products-packaging-company', 'http://www.cadprod.com/military-packaging/', 'http://www.cadprodauto.com/', 'http://www.cadprod.com/locations/', 'https://www.linkedin.com/company/cadillac-products-automotive-company', 'http://www.cadprod.com/contact-us/', 'https://www.facebook.com/pages/Cadillac-Products-Packaging-Company/210943958936193', 'http://www.ptonline.com/columns/processor-strategies---cadillac-products-packaging-move-to-nine-layers-means-better-bags-high-value-niches', 'http://www.nationjob.com/Cadillac-Products-Packaging-Company-Terre-Haute-IN-jobs']"
152678,CADILLAC PRODUCTS PACKAGING COMPANY,,5800 CROOKS RD,,TROY,MI,48098,2830.0,USA,11.0,,2L,MI,USA,"['http://www.cadprod.com/', 'https://www.linkedin.com/company/cadillac-products-packaging-company', 'http://www.cadprod.com/military-packaging/', 'http://www.cadprodauto.com/', 'http://www.cadprod.com/locations/', 'https://www.linkedin.com/company/cadillac-products-automotive-company', 'http://www.cadprod.com/contact-us/', 'https://www.facebook.com/pages/Cadillac-Products-Packaging-Company/210943958936193', 'http://www.ptonline.com/columns/processor-strategies---cadillac-products-packaging-move-to-nine-layers-means-better-bags-high-value-niches', 'http://www.nationjob.com/Cadillac-Products-Packaging-Company-Terre-Haute-IN-jobs']"
152824,"DELTA ELECTRONICS, INC.",DELTA MEDIA SYSTEMS,219 CLINTON BLVD,,CLINTON,MS,39056,5119.0,USA,2.0,,2L,MS,USA,"['http://www.deltaww.com/', 'http://www.deltaelectronics.com/', 'http://www.deltaww.com/Products/CategoryListT1.aspx?CID=06&hl=en-US', 'http://www.dedms.com/', 'http://www.delta.com.tw/', 'http://delta-electronics.com/', 'http://www.reuters.com/finance/stocks/companyProfile?symbol=2308.TW', 'http://www.delta-americas.com/', 'https://www.bloomberg.com/quote/2308:TT', 'https://www.linkedin.com/company/delta-electronics']"
153116,"SORAA, INC.",,6500 KAISER DR STE 110,,FREMONT,CA,94555.0,3662.0,USA,15.0,,2L,DE,USA,"['https://www.soraa.com/', 'https://www.facebook.com/SoraaInc/', 'https://www.soraa.com/about/careers', 'https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=40483554', 'https://www.soraa.com/about/contact', 'https://www.glassdoor.com/Reviews/Soraa-Reviews-E278897.htm', 'https://www.soraa.com/about', 'https://www.linkedin.com/company/soraa', 'https://soraalaser.com/', 'https://www.glassdoor.com/Jobs/Soraa-Jobs-E278897.htm']"
153139,KENNAMETAL INC.,ATI FIRTH STERLING,1297 COUNTY LINE RD,,MADISON,AL,35758,8014.0,USA,5.0,,2L,DE,USA,"['https://www.kennametal.com/', 'https://www.facebook.com/KennametalInc/', 'https://www.kennametal.com/en/about-us/careers.html', 'https://www.linkedin.com/company/kennametal', 'https://www.kennametal.com/en/products.html', 'http://www.google.com/finance?q=NYSE:KMT', 'https://www.kennametal.com/en/about-us.html', 'https://en.wikipedia.org/wiki/Kennametal', 'https://finance.yahoo.com/quote/KMT/', 'http://phx.corporate-ir.net/phoenix.zhtml?c=119933&p=irol-irhome']"
153220,"COLLEGE PARK INDUSTRIES, INC.",,27955 COLLEGE PARK DR,,WARREN,MI,48088,4877.0,USA,9.0,,2L,MI,USA,"['https://www.college-park.com/', 'https://en.wikipedia.org/wiki/College_Park_Industries', 'https://www.linkedin.com/company/college-park-industries', 'https://www.facebook.com/CollegeParkIndustries/', 'https://www.kununu.com/us/college-park-industries', 'http://www.payscale.com/research/US/Employer=College_Park_Industries/Salary', 'http://merger.com/transactions/mirus-advises-liberating-technologies-sale-college-park-industries/', 'https://www.yellowpages.com/warren-mi/mip/college-park-industries-474524922', 'https://www.youtube.com/watch?v=kmAn5l5lWZg', 'https://commons.wikimedia.org/wiki/File:College_Park_Industries,_Inc._Logo.png']"
153470,"KIDDE-FENWAL, INC.",KIDDE FIRE SYSTEM,400 MAIN ST,,ASHLAND,MA,01721,2150.0,USA,5.0,,2L,DE,USA,"['https://www.kidde-fenwal.com/', 'https://kidde-fenwal.com/Public/Find_Distributor/Kidde-Fire-Systems', 'https://www.linkedin.com/company/kidde-fenwal', 'https://kidde-fenwal.com/Public/Kidde', 'http://www.kidde.com/engineered-systems/en/us/about/history/', 'https://kidde-fenwal.com/Public/FireSystemsContactUs', 'https://www3.epa.gov/region1/npdes/nccwgp/noi/2015/KiddeFenwalIncMAG250946.pdf', 'http://news.thomasnet.com/companies/1263721', 'http://www.fenwalinc.com/Pages/ContactUs.aspx', 'https://www.controlfiresystems.com/media/catalog/pdf/Detect-A-Fire_Detection_and_Release_Devices.pdf']"
153472,MONOLITHIC 3D INC.,,3555 WOODFORD DR,,SAN JOSE,CA,95124,3156.0,USA,18.0,,2L,TX,USA,"['http://www.monolithic3d.com/', 'https://www.linkedin.com/company/monolithic-3d-inc-', 'http://www.monolithic3d.com/about-us.html', 'https://n3xt.stanford.edu/system/files/b_cronquist_-_monolithic_3d.pdf', 'http://www.monolithic3d.com/why-monolithic-3d.html', 'http://electroiq.com/blog/2013/10/scaling-makes-monolithic-3d-ic-practical/', 'http://ieeexplore.ieee.org/document/7333537/', 'http://www.eetimes.com/author.asp?doc_id=1327817', 'https://nccavs-usergroups.avs.org/announcements_tfug/', 'https://www.youtube.com/watch?v=cpgYnOycGMw']"
153568,"PRIMET PRECISION MATERIALS, INC.",,950 DANBY RD STE 90,,ITHACA,NY,14850.0,5714.0,USA,23.0,,2L,DE,USA,"['http://primetprecision.com/', 'https://www.linkedin.com/company/primet-precision-materials-inc-', 'http://primetprecision.com/about-primet/', 'https://www.ny-best.org/page/member-spotlight-primet-precision-materials', 'https://www.crunchbase.com/organization/primet-precision-materials', 'https://www.azonano.com/suppliers.aspx?SupplierID=1803', 'http://www.zanzinato.com/work/primet-precision-materials/', 'https://ovpr.research.cornell.edu/VPR/CWC191-06/economic_dev/', 'http://www.4-traders.com/MAGNIS-RESOURCES-LTD-18074405/news/Magnis-Resources-New-York-State-Government-Supports-Battery-Gigafactory-24462060/', 'http://inscx.com/members.html']"
153570,"BRUKER NANO, INC.",BRUKER NANO SURFACES DIVISION,3400 E BRITANNIA DR STE 150,,TUCSON,AZ,85706,5010.0,USA,3.0,,2L,AZ,USA,"['https://www.bruker.com/products/x-ray-diffraction-and-elemental-analysis/eds-wds-ebsd-sem-micro-xrf-and-sem-micro-ct/landing-pages/nano-analysis-instruments.html', 'https://www.linkedin.com/company/bruker-nano-inc-', 'https://www.bruker.com/products/x-ray-diffraction-and-elemental-analysis/eds-wds-ebsd-sem-micro-xrf-and-sem-micro-ct/about-bruker-nano-analytics.html', 'http://ir.bruker.com/investors/corporate-governance/officers-and-directors/default.aspx', 'https://www.bruker.com/about-us/offices/bruker-nano-surfaces.html', 'https://www.azonano.com/suppliers.aspx?SupplierID=2182', 'https://www.bruker.com/', 'http://www.brukerafmprobes.com/', 'https://www.linkedin.com/company/bruker-corporation', 'https://www.hysitron.com/']"
153632,"COSMOSID, INC.",,1600 E GUDE DR,,ROCKVILLE,MD,20850,1341.0,USA,8.0,,2L,DE,USA,"['http://www.cosmosid.com/', 'https://www.crunchbase.com/organization/cosmosid', 'https://www.linkedin.com/company/cosmosid', 'http://www.cosmosid.com/about-cosmosid/', 'https://www.linkedin.com/company/cosmosid-inc.', 'https://www.eurekalert.org/pub_releases/2016-01/ci-cr012716.php', 'https://www.qiagenbioinformatics.com/plugins/cosmosid/', 'https://www.bizjournals.com/washington/news/2016/01/27/infectious-disease-diagnostics-company-cosmosid.html', 'http://www.prnewswire.com/news-releases/cosmosid-announces-oncobiome-partnership-with-the-white-house-cancer-moonshot-initiative-300345759.html', 'https://app.cosmosid.com/']"
153668,"CELLULAR RESEARCH, INC.",,4040 CAMPBELL AVE STE 110,,MENLO PARK,CA,94025,1053.0,USA,18.0,,2L,DE,USA,"['https://www.bd.com/genomics/', 'http://www.prnewswire.com/news-releases/bd-to-acquire-cellular-research-to-develop-a-leading-genomics-platform-for-single-cell-analysis-300133097.html', 'https://sbir.nih.gov/statistics/success-stories/cellular_research', 'http://www.bd.com/en-us/offerings/capabilities/genomics', 'https://www.linkedin.com/company/cellular-research', 'http://bciq.biocentury.com/companies/cellular_research_inc', 'https://www.crunchbase.com/organization/cellular-research', 'https://www.genomeweb.com/microarrays-multiplexing/becton-dickinson-acquires-single-cell-genomics-startup-cellular-research', 'http://livecellresearch.com/', 'https://www.natureindex.com/institution-outputs/united-states-of-america-usa/cellular-research-inc/537192e6140ba0ed7f000000']"
154099,T3 SCIENTIFIC LLC,T3 SCIENTIFIC,1630 91ST AVE NE STE 101,,BLAINE,MN,55449,4526.0,USA,6.0,,2K,MN,USA,"['https://stpaul.score.org/content/t3-scientific-llc', 'http://www.t3sci.com/', 'https://www.linkedin.com/company/t3-scientific', 'https://cfpub.epa.gov/ncer_abstracts/index.cfm/fuseaction/display.institutionInfo/institution/5978', 'https://www.atlas-scientific.com/product_pages/components/tentacle-t3.html', 'http://www.polis-solutions.net/single-post/2016/09/20/Scientific-American-Article-Promotes-T3-Training', 'https://www.glassdoor.com/Reviews/T3-Reviews-E15006.htm', 'http://www.zimmerbiometdental.com/wps/wcm/connect/dental/9b6c8168-06ec-48fa-a63b-b3c3f074b7f2/ZB0188_JIRD+T3+Scientific+Compendium.pdf?MOD=AJPERES&CACHEID=ROOTWORKSPACE.Z18_1O041O02L8PAF0A9JPRUH520H79b6c8168-06ec-48fa-a63b-b3c3f074b7f2', 'http://www.t3biosci.com/about-us/', 'https://www.amazon.com/T3-Innovation-CB400-Prowler-telephone/dp/B00FBBKN0K']"
154104,"MAGNOLIA SOLAR, INC.",,54 CUMMINGS PARK STE 316,,WOBURN,MA,1801,2123.0,USA,5.0,,2L,DE,USA,"['https://www.magnoliasolar.com/', 'https://www.ecoarkusa.com/ecoark-inc-merges-with-magnolia-solar-corporation/', 'https://www.magnoliasolar.com/about/about-magnolia', 'https://www.linkedin.com/company/magnolia-solar', 'http://www.magnoliasolar.com/technology/magnolia-solar-cells', 'https://www.crunchbase.com/organization/magnolia-solar', 'http://www.magnoliasolar.com/lost-password/', 'http://solarindustrymag.com/magnolia-solar-and-ecoark-complete-merger', 'https://renewablesnow.com/news/to-the-point-magnolia-solar-gets-thin-film-pv-cells-patent-in-us-564401/', 'https://www.otcmarkets.com/ajax/showFinancialReportById.pdf?id=152450']"
154116,"LINDEN PHOTONICS, INC.",,ONE PARK DR UNIT 10,,WESTFORD,MA,1886.0,3524.0,USA,3.0,,2L,DE,USA,"['http://lindenphotonics.com/', 'https://www.linkedin.com/company/linden-photonics', 'http://lindenphotonics.com/our-products/', 'https://www.youtube.com/watch?v=KGmGqrPLNfQ', 'http://www.lindenphotonics.com/press_releases/Icefin%20Press%20Release.pdf', 'https://photonicsolutioncenter.com/linden-photonics-inc', 'https://www.photonics.com/Company.aspx?CompanyID=17547', 'https://www.oceanologyinternational.com/en/Contributors/1390066/Stephen-ORiorden', 'http://www.marinetechnologynews.com/news/mtr100-linden-photonics-521464', 'http://papers.sae.org/2012-01-2110/']"
154124,"GENERAL ENGINEERING & RESEARCH, L.L.C.",,10459 ROSELLE ST STE A,,SAN DIEGO,CA,92121,1527.0,USA,52.0,,2L,CA,USA,"['https://www.geandr.com/', 'https://www.linkedin.com/company/general-engineering-&-research-l.l.c.', 'https://www.geandr.com/pages/our-team', 'https://www.cmtc.com/made-in-california-profile/general-engineering-research', 'https://www.youtube.com/watch?v=UcV9YD5osbA', 'http://ise.illinois.edu/directory/profile/mstrauss', 'http://www.ecs.baylor.edu/engineering/', 'http://ise.illinois.edu/undergraduate/research-experience/index.html', 'https://www.glassdoor.com/Salaries/general-engineer-salary-SRCH_KO0,16.htm', 'https://www.mtech.edu/academics/mines/generalengineering/mechanical-engineering.htm']"
154141,"ONDAVIA, INC.",,26102 EDEN LANDING RD STE 1,,HAYWARD,CA,94545,3715.0,USA,15.0,,2L,DE,USA,"['https://www.ondavia.com/', 'https://www.linkedin.com/company/ondavia-inc.', 'https://www.ondavia.com/about', 'http://www.ondavia.com/cartridges', 'https://www.ondavia.com/instruments', 'http://www.ondavia.com/produced-water', 'https://twitter.com/ondaviainc?lang=en', 'http://www.ondavia.com/groundwater', 'https://angel.co/ondavia', 'http://www.ondavia.com/accessories']"
154148,"CHEMSULTANTS INTERNATIONAL, INC.",,9079 TYLER BLVD,,MENTOR,OH,44060,1868.0,USA,14.0,,2L,OH,USA,"['http://chemsultants.com/', 'https://www.linkedin.com/company/chemsultants-international-inc.', 'http://chemsultants.com/about-us', 'https://www.youtube.com/watch?v=gxI3ucSpa4g', 'http://chemsultants.com/about-us/team', 'http://cheminstruments.com/', 'http://directory.qmed.com/chemsultants-international-comp236659.html', 'http://www.adhesivesmag.com/directories/2169-buyers-guide/listing/5766-chemsultants-international', 'http://www.news-herald.com/general-news/20170707/lake-geauga-fast-track-50-marks-25th-anniversary-in-2017', 'http://www.labelandnarrowweb.com/buyersguide']"
154194,"NYLON CORPORATION OF AMERICA, INC.",N Y C O A,333 SUNDIAL AVE,,MANCHESTER,NH,03103,7216.0,USA,1.0,,2L,DE,USA,"['http://nycoa.net/', 'https://www.linkedin.com/company/nylon-corporation-of-america-inc-nycoa', 'http://nycoa.net/news.php', 'https://www.linkedin.com/in/robert-filteau-7bb3b16b', 'https://www.yellowpages.com/manchester-nh/mip/nylon-corp-of-america-6225451', 'http://www.bigelowllc.com/casestudies/nycoa/', 'http://wemblyenterprises.com/', 'http://www.metapoint.com/portfolio_companies.html', 'https://www.nitta.com/', 'http://www.sdplastics.com/polyfaq1.html']"
154257,"INPHENIX, INC.",,250 N MINES RD,,LIVERMORE,CA,94551.0,2238.0,USA,15.0,,2L,DE,USA,"['http://inphenix.com/', 'https://www.glassdoor.com/Reviews/InPhenix-Reviews-E259048.htm', 'https://www.linkedin.com/company/inphenix-inc.', 'http://www.inphenix.com/about.asp?id=21', 'https://www.glassdoor.com/Overview/Working-at-InPhenix-EI_IE259048.11,19.htm', 'http://spie.org/exhibitor/company/InPhenix%2C-Inc.-Livermore-CA/SPIE-BiOS-2017', 'https://www.rp-photonics.com/bg/profiles/inphenix.html', 'http://optics.org/buyers/company/B000012691', 'http://semiconductorcompanies.com/listing/inphenix-inc-livermore-ca/', 'http://www.hikari-trading.com/opt/inphenix/file/0006_soa_device_gain.pdf']"
